name,edition,proddate,idno,cntry,c2weight,mode,w4q1,w4q2,w4q3,w4q4,w4q5,w4q6,w4q7,w4q8,w4q9,w4q10,w4q11,w4q12,w4q13,w4q14,w4q15,w4q16,w4q17,w4q18,w4q19,w4q20,w4q21,w4q22,w4q23,w4q24,w4q25,w4q26,w4q27,w4q28,w4q29,w4q30,w4q31,w4q32,w4q33,w4q34,w4q35,w4q36,w4q37,w4q38,w4q39,w4q40,w4q41,w4q42,w4q43,w4q44,w4q45,w4q46,w4q47,w4q48,w4q49,w4q50,w4q51,w4q52,w4q53,w4q54,w4q55,w4q56,w4q57,w4q57_0,w4q58,w4q59,w4q60,w4q61,w4q62,w4q63,w4q64,w4q65,w4q66,w4q67,w4q68,w4q69,w4q70,w4q71,w4q72,w4q73,survlng,inwds,inwde,w4ininwe,w4sdinwe,w4fdinwe,w4poinwe,w4teinwe,w4mhinwe,w4itinwe,w4htinwe,w4indur,w4sddur,w4fddur,w4podur,w4tedur,w4mhdur,w4intsdur,w4htdur,intdur,lastansw,surveycomp,fdwrkinc,uagent,device,familydiversity4_do_t2,familydiversity2_do_w4q18,familydiversity2_do_w4q19,familydiversity3_do_w4q20,familydiversity3_do_w4q21,familydiversity3_do_w4q22,familydiversity4_do_w4q23,familydiversity4_do_w4q24,familydiversity5_do_w4q25,familydiversity5_do_w4q26,familydiversity6_do_w4q27,familydiversity6_do_w4q28,institutionaltrustworthiness2_do_w4q66,institutionaltrustworthiness2_do_w4q67,institutionaltrustworthiness2_do_w4q68,institutionaltrustworthiness2_do_w4q69,institutionaltrustworthiness2_do_w4q70,institutionaltrustworthiness2_do_w4q71,institutionaltrustworthiness2_do_w4q72,institutionaltrustworthiness2_do_w4q73,gndr,agea,eduyrs,eisced,netusoft,mnactic,hincfel,hinctnta,region,gndr_lab,mode_lab,age_group,trust_index
CRON2W4e01,1,28.03.2024,10581,AT,1.7129452,3,4,4,2,3,5,5,3,5,4,4,5,4,5,5,4,1,1,1,3,3,2,3,1,1,2,2,4,4,1,2,8,5,0,1,4,4,4,2,5,3,5,5,0,0,1,3,2,2,2,2,1,3,1,3,1,1,2,2,1,2,1,2,5,1,1,1,4,1,7,0,3,5,5,5,GER,2022-10-11T12:11:34Z,2022-10-11T12:29:48Z,2022-10-11T12:11:38Z,2022-10-11T12:14:00Z,2022-10-11T12:19:17Z,2022-10-11T12:22:23Z,2022-10-11T12:23:51Z,2022-10-11T12:26:25Z,2022-10-11T12:29:45Z,2022-10-11T12:29:48Z,4,142,317,186,88,154,200,3,1094,w4q73,100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 OPR/91.0.4516.65",2,1,2,1,1,2,3,2,3,2,1,2,1,6,4,2,5,3,1,8,7,1,66,13,3,5,6,2,5,AT13,Hombre,CAWI (online),65+,3.076923076923077
CRON2W4e01,1,28.03.2024,10584,AT,0.9650992,3,4,3,4,3,4,5,2,3,3,4,2,3,4,5,5,3,3,3,3,3,3,3,1,1,1,1,3,2,3,1,66,4,6,4,3,4,4,3,4,2,3,4,5,5,2,8,1,2,1,4,1,4,2,1,1,1,2,1,1,2,1,4,8,4,7,7,7,2,6,5,4,2,5,4,GER,2022-10-11T17:20:50Z,2022-10-11T17:50:52Z,2022-10-11T17:21:04Z,2022-10-11T17:26:14Z,2022-10-11T17:29:19Z,2022-10-11T17:43:14Z,2022-10-11T17:44:50Z,2022-10-11T17:47:08Z,2022-10-11T17:50:34Z,2022-10-11T17:50:52Z,14,310,185,835,96,138,206,18,1802,w4q73,100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36 Edg/106.0.1370.37",2,1,2,1,1,2,3,2,3,1,2,1,2,5,2,6,7,3,1,4,8,2,56,16,4,5,1,2,7,AT13,Mujer,CAWI (online),45–64,5
CRON2W4e01,1,28.03.2024,10654,AT,0.6949101,3,4,4,3,4,4,5,2,2,4,4,3,4,5,5,3,3,3,3,3,3,3,1,1,1,1,1,2,2,3,1,66,4,4,4,4,3,3,2,4,4,2,4,5,5,4,5,1,2,2,2,3,1,3,2,1,2,2,2,1,2,2,7,5,5,3,3,6,6,8,10,8,5,5,8,GER,2022-10-26T09:22:41Z,2022-10-26T09:35:35Z,2022-10-26T09:22:43Z,2022-10-26T09:24:25Z,2022-10-26T09:27:07Z,2022-10-26T09:29:18Z,2022-10-26T09:30:28Z,2022-10-26T09:32:37Z,2022-10-26T09:35:19Z,2022-10-26T09:35:35Z,2,102,162,131,70,129,162,16,774,w4q73,100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36 Edg/106.0.1370.52",2,1,2,1,2,1,3,3,2,1,2,1,2,5,6,8,3,4,7,2,1,2,51,13,5,5,1,1,8,AT12,Mujer,CAWI (online),45–64,6.076923076923077
CRON2W4e01,1,28.03.2024,10736,AT,0.50983644,4,2,3,3,2,3,5,2,2,4,3,4,4,4,4,4,3,3,4,4,3,3,NA,1,1,1,1,2,3,1,1,66,4,6,4,3,4,4,4,4,2,4,4,5,5,4,6,1,2,2,4,1,4,2,1,1,2,3,2,2,2,1,6,8,8,8,8,5,7,10,8,1,5,5,8,GER,2022-10-19T15:52:05Z,2022-10-19T16:10:58Z,2022-10-19T15:52:19Z,2022-10-19T15:54:32Z,2022-10-19T16:00:32Z,2022-10-19T16:02:57Z,2022-10-19T16:04:47Z,2022-10-19T16:07:14Z,2022-10-19T16:10:32Z,2022-10-19T16:10:58Z,14,133,360,145,110,147,198,26,1133,w4q73,98.630135,1,"Mozilla/5.0 (Linux; Android 12; SAMSUNG SM-A528B) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/18.0 Chrome/99.0.4844.88 Mobile Safari/537.36",1,1,1,2,1,2,3,2,3,1,2,1,2,7,5,6,3,2,8,1,4,1,67,11,3,2,6,2,7,AT22,Hombre,Otro,65+,6.6923076923076925
CRON2W4e01,1,28.03.2024,10754,AT,0.8262225,3,4,4,2,3,5,5,1,5,5,3,1,4,5,5,4,2,2,3,3,3,3,1,1,1,1,1,3,3,3,1,66,4,3,4,4,3,3,2,4,3,2,4,3,4,3,5,3,3,1,2,2,1,2,3,3,3,2,3,2,3,2,7,6,6,5,4,8,7,7,8,3,5,6,6,GER,2022-10-29T11:46:38Z,2022-10-29T11:58:48Z,2022-10-29T11:46:47Z,2022-10-29T11:48:15Z,2022-10-29T11:51:09Z,2022-10-29T11:52:40Z,2022-10-29T11:53:56Z,2022-10-29T11:55:35Z,2022-10-29T11:58:28Z,2022-10-29T11:58:48Z,9,88,174,91,76,99,173,20,730,w4q73,100,1,"Mozilla/5.0 (Linux; Android 11; SM-A217F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36 EdgA/106.0.1370.47",1,1,2,1,1,2,3,2,3,1,2,2,1,2,6,4,1,5,7,8,3,1,48,25,55,5,1,2,5,AT12,Hombre,CAWI (online),45–64,6
CRON2W4e01,1,28.03.2024,10833,AT,0.72975636,3,4,5,1,1,4,5,2,1,4,4,3,4,5,5,5,3,3,3,3,3,3,3,1,2,1,1,4,4,2,1,66,1,7,4,2,5,4,4,4,4,1,4,5,5,99,0,2,3,1,3,1,4,1,1,2,2,3,2,1,4,1,4,2,3,7,7,5,99,10,8,5,8,99,8,GER,2022-10-19T15:01:18Z,2022-10-26T09:34:38Z,2022-10-19T15:01:25Z,2022-10-26T09:10:56Z,2022-10-26T09:18:12Z,2022-10-26T09:22:05Z,2022-10-26T09:23:50Z,2022-10-26T09:29:50Z,2022-10-26T09:34:35Z,2022-10-26T09:34:38Z,7,583771,436,233,105,360,285,3,585200,w4q73,95.89041,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",1,1,1,2,1,2,3,2,3,2,1,1,2,1,3,6,2,8,4,7,5,2,39,12,3,5,8,2,5,AT12,Mujer,CAWI (online),30–44,20.384615384615383
CRON2W4e01,1,28.03.2024,10865,AT,1.7498367,3,4,4,3,2,4,5,3,4,5,4,4,4,3,4,4,3,2,3,3,3,2,3,2,2,2,1,3,1,2,1,66,5,1,5,5,5,5,1,4,2,4,5,5,4,8,2,2,2,2,2,1,3,2,2,2,2,2,2,2,3,2,5,7,3,2,1,2,1,8,3,3,3,5,5,GER,2022-10-19T11:55:58Z,2022-10-19T12:07:59Z,2022-10-19T11:56:01Z,2022-10-19T11:57:58Z,2022-10-19T12:00:59Z,2022-10-19T12:02:23Z,2022-10-19T12:03:23Z,2022-10-19T12:05:09Z,2022-10-19T12:07:55Z,2022-10-19T12:07:59Z,3,117,181,84,60,106,166,4,721,w4q73,100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36 Edg/83.0.478.61",2,1,2,1,1,2,3,3,2,1,2,1,2,6,3,2,1,8,7,5,4,1,54,16,7,5,1,1,8,AT34,Hombre,CAWI (online),45–64,3.6923076923076925
CRON2W4e01,1,28.03.2024,11244,AT,0.31095678,3,4,4,1,4,3,4,2,4,4,4,1,3,4,4,4,4,4,3,3,3,3,3,1,1,1,1,4,4,3,1,66,5,3,1,4,4,3,2,3,3,NA,3,2,3,4,3,2,3,1,3,3,2,1,2,2,3,2,2,2,3,1,3,3,1,NA,NA,3,6,5,5,0,2,1,5,GER,2022-10-13T07:28:44Z,2022-10-13T07:39:48Z,2022-10-13T07:28:48Z,2022-10-13T07:30:22Z,2022-10-13T07:33:29Z,2022-10-13T07:34:49Z,2022-10-13T07:36:01Z,2022-10-13T07:37:37Z,2022-10-13T07:39:42Z,2022-10-13T07:39:48Z,4,94,187,80,72,96,125,6,664,w4q73,98.630135,1,"Mozilla/5.0 (Linux; Android 12; XQ-AS52) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Mobile Safari/537.36",1,1,1,2,1,2,3,3,2,1,2,1,2,7,6,4,1,3,5,2,8,2,47,15,5,5,1,1,6,AT13,Mujer,CAWI (online),45–64,3.090909090909091
CRON2W4e01,1,28.03.2024,11317,AT,0.71037346,3,4,4,2,3,4,5,2,2,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,1,1,2,2,1,1,66,4,5,4,3,4,4,1,4,2,4,4,5,5,5,0,3,3,3,2,3,1,3,3,3,3,4,3,2,3,2,5,3,3,8,7,4,3,2,2,3,3,2,2,GER,2022-10-12T11:07:26Z,2022-10-12T11:38:18Z,2022-10-12T11:23:09Z,2022-10-12T11:24:48Z,2022-10-12T11:29:52Z,2022-10-12T11:31:50Z,2022-10-12T11:33:04Z,2022-10-12T11:34:46Z,2022-10-12T11:37:52Z,2022-10-12T11:38:18Z,943,99,304,118,74,102,186,26,1852,w4q73,100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36 Edg/106.0.1370.37",2,1,1,2,2,1,3,3,2,2,1,2,1,5,6,1,2,4,7,3,8,2,45,18,3,5,2,1,10,AT21,Mujer,CAWI (online),45–64,3.6153846153846154
CRON2W4e01,1,28.03.2024,11319,AT,1.0807527,3,3,3,2,2,4,3,4,3,4,2,3,3,4,4,3,2,2,2,2,2,2,3,1,1,2,2,3,3,3,1,66,3,6,2,2,4,4,3,4,3,2,4,5,6,6,4,2,1,2,3,2,2,1,1,2,2,2,2,1,2,1,4,4,5,5,2,5,4,7,6,7,3,3,3,GER,2022-10-15T13:02:32Z,2022-10-15T13:42:08Z,2022-10-15T13:03:13Z,2022-10-15T13:09:57Z,2022-10-15T13:22:36Z,2022-10-15T13:27:03Z,2022-10-15T13:29:36Z,2022-10-15T13:34:29Z,2022-10-15T13:41:22Z,2022-10-15T13:42:08Z,41,404,759,267,153,293,413,46,2376,w4q73,100,1,"Mozilla/5.0 (iPad; CPU OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1",3,1,1,2,2,1,3,2,3,1,2,1,2,2,6,5,4,7,3,8,1,1,81,9,3,3,6,2,5,AT13,Hombre,CAWI (online),65+,4.461538461538462
CRON2W4e01,1,28.03.2024,11362,AT,1.0810356,4,3,3,3,3,3,4,3,4,3,4,3,2,3,3,3,4,4,4,4,3,4,3,1,1,1,1,3,2,3,1,66,4,5,4,3,5,3,3,4,4,2,3,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,NA,3,3,6,5,5,5,6,5,5,5,7,5,5,5,6,GER,2022-10-13T08:32:20Z,2022-10-13T08:39:26Z,2022-10-13T08:32:24Z,2022-10-13T08:33:48Z,2022-10-13T08:35:49Z,2022-10-13T08:37:19Z,2022-10-13T08:37:39Z,2022-10-13T08:38:36Z,2022-10-13T08:39:23Z,2022-10-13T08:39:26Z,4,84,121,90,20,57,47,3,426,w4q73,98.630135,1,"Mozilla/5.0 (Linux; Android 12; SAMSUNG SM-P613) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/18.0 Chrome/99.0.4844.88 Safari/537.36",3,1,1,2,1,2,3,2,3,1,2,1,2,4,8,5,6,3,1,2,7,1,27,10,3,4,1,2,7,AT22,Hombre,Otro,18–29,5.384615384615385
CRON2W4e01,1,28.03.2024,11433,AT,0.32729596,3,5,5,5,4,5,5,3,5,5,4,4,5,5,5,5,2,2,3,3,2,2,3,1,1,2,2,3,3,3,1,66,4,5,5,2,4,3,3,4,3,4,5,5,5,3,6,3,3,1,3,1,3,2,1,2,2,3,1,1,2,1,5,6,6,7,7,3,6,10,5,3,6,3,7,GER,2022-10-12T20:15:54Z,2022-10-12T20:26:49Z,2022-10-12T20:16:14Z,2022-10-12T20:17:31Z,2022-10-12T20:20:00Z,2022-10-12T20:21:32Z,2022-10-12T20:22:38Z,2022-10-12T20:24:29Z,2022-10-12T20:26:46Z,2022-10-12T20:26:49Z,20,77,149,92,66,111,137,3,655,w4q73,100,1,"Mozilla/5.0 (Linux; Android 12; SAMSUNG SM-G970F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/18.0 Chrome/99.0.4844.88 Mobile Safari/537.36",1,1,2,1,1,2,3,2,3,1,2,2,1,2,3,6,7,1,4,8,5,2,41,22,7,5,1,1,8,AT11,Mujer,CAWI (online),30–44,5.6923076923076925
CRON2W4e01,1,28.03.2024,11634,AT,1.7206339,4,3,3,2,2,4,5,2,4,4,4,3,4,5,5,4,2,2,3,3,3,3,3,1,1,1,1,3,3,3,1,66,4,3,5,5,5,5,2,5,2,3,3,3,4,3,6,1,1,2,3,1,3,1,1,1,2,1,2,1,2,1,8,4,1,8,3,3,4,5,3,2,4,3,1,GER,2022-10-15T21:06:43Z,2022-10-15T21:22:44Z,2022-10-15T21:07:29Z,2022-10-15T21:09:18Z,2022-10-15T21:13:16Z,2022-10-15T21:15:05Z,2022-10-15T21:16:24Z,2022-10-15T21:18:40Z,2022-10-15T21:22:21Z,2022-10-15T21:22:44Z,46,109,238,109,79,136,221,23,961,w4q73,100,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1",1,1,2,1,1,2,3,3,2,1,2,1,2,1,2,5,3,7,8,4,6,1,53,12,3,5,99,3,7,AT12,Hombre,Otro,45–64,3.769230769230769
